"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","MEGAHIT-MetaBAT2-ERR2143759.7","MEGAHIT-MetaBAT2-ERR2143760.4","SPAdes-MetaBAT2-ERR2143759.4","SPAdes-MetaBAT2-ERR2143760.5"
"group_1778","","hypothetical protein","4","4","1","101","5","","","","617","617","617","KKNACEHJ_00270","OJEIIDGO_00177","EDDCBIGE_01592","KOKFBEGO_01492"
"group_1779","","Membrane-bound aldehyde dehydrogenase [pyrroloquinoline-quinone]","4","4","1","48","4","","","","2150","2150","2150","KKNACEHJ_01940","OJEIIDGO_02084","EDDCBIGE_02965","KOKFBEGO_02913"
"group_1780","","hypothetical protein","4","4","1","3","42","","","","749","749","749","KKNACEHJ_00812","OJEIIDGO_01343","EDDCBIGE_01538","KOKFBEGO_00204"
"group_1781","","hypothetical protein","4","4","1","5","55","","","","272","272","272","KKNACEHJ_02482","OJEIIDGO_01099","EDDCBIGE_01130","KOKFBEGO_00999"
"group_1782","","hypothetical protein","4","4","1","111","4","","","","2381","2381","2381","KKNACEHJ_01330","OJEIIDGO_03827","EDDCBIGE_00622","KOKFBEGO_02623"
"pal_2","","Peptidoglycan-associated lipoprotein","4","4","1","22","21","","","","1385","1385","1385","KKNACEHJ_03335","OJEIIDGO_03236","EDDCBIGE_00912","KOKFBEGO_00593"
"group_1784","","hypothetical protein","4","4","1","29","21","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","215","215","215","KKNACEHJ_02275","OJEIIDGO_02738","EDDCBIGE_01701","KOKFBEGO_03494"
"group_1785","","TonB-dependent receptor P3","4","4","1","154","6","","","","3053","3053","3053","KKNACEHJ_00369","OJEIIDGO_00793","EDDCBIGE_01443","KOKFBEGO_01934"
"mutL","","DNA mismatch repair protein MutL","4","4","1","34","14","","","","1904","1904","1904","KKNACEHJ_01390","OJEIIDGO_03047","EDDCBIGE_01885","KOKFBEGO_00578"
"group_1787","","hypothetical protein","4","4","1","115","12","","","","1904","1904","1904","KKNACEHJ_02718","OJEIIDGO_02288","EDDCBIGE_02761","KOKFBEGO_02696"
"group_1788","","hypothetical protein","4","4","1","2","47","","","","449","449","449","KKNACEHJ_02347","OJEIIDGO_01706","EDDCBIGE_02544","KOKFBEGO_01677"
"group_1789","","hypothetical protein","4","4","1","44","12","","","","1424","1424","1424","KKNACEHJ_00445","OJEIIDGO_03730","EDDCBIGE_00563","KOKFBEGO_00809"
"group_179","","hypothetical protein","4","4","1","22","17","","","","302","485","412","KKNACEHJ_03331","OJEIIDGO_02417","EDDCBIGE_00908","KOKFBEGO_02483"
"group_1790","","hypothetical protein","4","4","1","32","22","","","","488","488","488","KKNACEHJ_01650","OJEIIDGO_04014","EDDCBIGE_01050","KOKFBEGO_00453"
"group_1791","","hypothetical protein","4","4","1","29","5","","","","1019","1019","1019","KKNACEHJ_02539","OJEIIDGO_03103","EDDCBIGE_00972","KOKFBEGO_00677"
"group_1792","","hypothetical protein","4","4","1","13","20","","","","1475","1475","1475","KKNACEHJ_00751","OJEIIDGO_01157","EDDCBIGE_00019","KOKFBEGO_00138"
"group_1793","","hypothetical protein","4","4","1","172","4","","","","872","872","872","KKNACEHJ_03533","OJEIIDGO_03924","EDDCBIGE_01606","KOKFBEGO_02285"
"ftsE","","Cell division ATP-binding protein FtsE","4","4","1","12","14","","","","740","740","740","KKNACEHJ_00410","OJEIIDGO_02557","EDDCBIGE_02300","KOKFBEGO_02162"
"group_1795","","hypothetical protein","4","4","1","65","2","","","","293","293","293","KKNACEHJ_02880","OJEIIDGO_02527","EDDCBIGE_01448","KOKFBEGO_01402"
"secY","","Protein translocase subunit SecY","4","4","1","16","10","","","","1367","1367","1367","KKNACEHJ_02005","OJEIIDGO_01368","EDDCBIGE_01678","KOKFBEGO_00507"
"tpiA","","Triosephosphate isomerase","4","4","1","115","10","","","","752","752","752","KKNACEHJ_02660","OJEIIDGO_00379","EDDCBIGE_02763","KOKFBEGO_02698"
"yhdG","","putative amino acid permease YhdG","4","4","1","136","6","","","","1451","1451","1451","KKNACEHJ_03100","OJEIIDGO_00929","EDDCBIGE_03172","KOKFBEGO_02016"
"group_1799","","hypothetical protein","4","4","1","141","11","","","","1085","1085","1085","KKNACEHJ_00378","OJEIIDGO_03147","EDDCBIGE_03536","KOKFBEGO_02226"
"group_18","","hypothetical protein","4","4","1","146","8","","","","341","884","534","KKNACEHJ_03003","OJEIIDGO_02574","EDDCBIGE_01172","KOKFBEGO_01195"
"group_180","","N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase","4","4","1","251","1","","","","290","434","357","KKNACEHJ_03401","OJEIIDGO_00343","EDDCBIGE_03530","KOKFBEGO_03562"
"nadE","","Glutamine-dependent NAD(+) synthetase","4","4","1","80","5","","","","1637","1637","1637","KKNACEHJ_00850","OJEIIDGO_03607","EDDCBIGE_03098","KOKFBEGO_03040"
"dapH","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","4","4","1","213","2","","","","566","566","566","KKNACEHJ_02899","OJEIIDGO_03034","EDDCBIGE_03303","KOKFBEGO_03381"
"btuD_3","","Vitamin B12 import ATP-binding protein BtuD","4","4","1","29","2","","","","908","908","908","KKNACEHJ_02542","OJEIIDGO_03100","EDDCBIGE_00969","KOKFBEGO_00674"
"group_1803","","hypothetical protein","4","4","1","58","19","","","","1028","1028","1028","KKNACEHJ_01427","OJEIIDGO_01499","EDDCBIGE_00396","KOKFBEGO_02015"
"trmD","","tRNA (guanine-N(1)-)-methyltransferase","4","4","1","47","13","","","","686","686","686","KKNACEHJ_03416","OJEIIDGO_00086","EDDCBIGE_03660","KOKFBEGO_01626"
"group_1805","","hypothetical protein","4","4","1","199","5","","","","281","281","281","KKNACEHJ_02839","OJEIIDGO_02803","EDDCBIGE_03419","KOKFBEGO_03177"
"pheT","","Phenylalanine--tRNA ligase beta subunit","4","4","1","4","7","","","","2441","2441","2441","KKNACEHJ_02927","OJEIIDGO_00815","EDDCBIGE_02590","KOKFBEGO_00046"
"trpF_2","","N-(5'-phosphoribosyl)anthranilate isomerase","4","4","1","140","3","","","","620","620","620","KKNACEHJ_02580","OJEIIDGO_03078","EDDCBIGE_03091","KOKFBEGO_02972"
"chrA","","Chromate transport protein","4","4","1","117","4","","","","1250","1250","1250","KKNACEHJ_02264","OJEIIDGO_03166","EDDCBIGE_01659","KOKFBEGO_01914"
"qmcA","","Protein QmcA","4","4","1","106","9","","","","932","932","932","KKNACEHJ_02946","OJEIIDGO_00064","EDDCBIGE_03263","KOKFBEGO_00925"
"group_181","","hypothetical protein","4","4","1","47","7","","","","266","542","353","KKNACEHJ_03410","OJEIIDGO_00080","EDDCBIGE_02312","KOKFBEGO_01620"
"hchA","","Protein/nucleic acid deglycase HchA","4","4","1","51","6","","","","842","842","842","KKNACEHJ_01228","OJEIIDGO_00641","EDDCBIGE_01811","KOKFBEGO_00910"
"group_1811","","hypothetical protein","4","4","1","34","13","","","","320","320","320","KKNACEHJ_01389","OJEIIDGO_03048","EDDCBIGE_01886","KOKFBEGO_00577"
"ribD","","Riboflavin biosynthesis protein RibD","4","4","1","37","13","","","","1043","1043","1043","KKNACEHJ_03629","OJEIIDGO_03701","EDDCBIGE_01201","KOKFBEGO_01268"
"hisA","","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase","4","4","1","202","1","","","","779","779","779","KKNACEHJ_02072","OJEIIDGO_01876","EDDCBIGE_03308","KOKFBEGO_03234"
"group_1814","","hypothetical protein","4","4","1","56","19","","","","1022","1022","1022","KKNACEHJ_01021","OJEIIDGO_01700","EDDCBIGE_02198","KOKFBEGO_01104"
"accD5","","putative propionyl-CoA carboxylase beta chain 5","4","4","1","188","1","","","","1631","1631","1631","KKNACEHJ_02121","OJEIIDGO_01798","EDDCBIGE_03486","KOKFBEGO_03515"
"group_1816","clpX_2","ATP-dependent Clp protease ATP-binding subunit ClpX","4","4","1","8","44","","","","1262","1262","1262","KKNACEHJ_01254","OJEIIDGO_03239","EDDCBIGE_00817","KOKFBEGO_00079"
"lon2_2","","Lon protease 2","4","4","1","278","1","","","Investigate","2408","2408","2408","KKNACEHJ_00383","OJEIIDGO_01743","EDDCBIGE_03134","KOKFBEGO_03060"
"dctM_1","","C4-dicarboxylate TRAP transporter large permease protein DctM","4","4","1","82","13","","","","1286","1286","1286","KKNACEHJ_01044","OJEIIDGO_00606","EDDCBIGE_00741","KOKFBEGO_03265"
"group_1819","","hypothetical protein","4","4","1","25","31","","","","1007","1007","1007","KKNACEHJ_00512","OJEIIDGO_02183","EDDCBIGE_00672","KOKFBEGO_00763"
"group_182","","hypothetical protein","4","4","1","76","13","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1217","1562","1417","KKNACEHJ_03512","OJEIIDGO_04027","EDDCBIGE_02840","KOKFBEGO_03476"
"purF","","Amidophosphoribosyltransferase","4","4","1","95","3","","","","1895","1895","1895","KKNACEHJ_02144","OJEIIDGO_03135","EDDCBIGE_00828","KOKFBEGO_02122"
"group_1821","","hypothetical protein","4","4","1","44","5","","","","803","803","803","KKNACEHJ_00452","OJEIIDGO_03737","EDDCBIGE_00556","KOKFBEGO_00802"
"group_1822","","hypothetical protein","4","4","1","28","7","","","","392","392","392","KKNACEHJ_02529","OJEIIDGO_01820","EDDCBIGE_01215","KOKFBEGO_01371"
"group_1823","","hypothetical protein","4","4","1","115","1","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","857","857","857","KKNACEHJ_01612","OJEIIDGO_01603","EDDCBIGE_01401","KOKFBEGO_01922"
"group_1824","","hypothetical protein","4","4","1","18","33","","","","623","623","623","KKNACEHJ_01865","OJEIIDGO_03382","EDDCBIGE_01306","KOKFBEGO_01207"
"group_1825","","hypothetical protein","4","4","1","89","1","","","","2297","2297","2297","KKNACEHJ_03642","OJEIIDGO_02273","EDDCBIGE_02154","KOKFBEGO_01166"
"btuD_5","","Vitamin B12 import ATP-binding protein BtuD","4","4","1","1","111","","","","1295","1295","1295","KKNACEHJ_00566","OJEIIDGO_00725","EDDCBIGE_00658","KOKFBEGO_01592"
"group_1827","","hypothetical protein","4","4","1","7","15","","","","1046","1046","1046","KKNACEHJ_00585","OJEIIDGO_03576","EDDCBIGE_00234","KOKFBEGO_02418"
"group_1828","","hypothetical protein","4","4","1","139","8","","","","368","368","368","KKNACEHJ_00904","OJEIIDGO_01118","EDDCBIGE_01716","KOKFBEGO_02436"
"group_1829","","hypothetical protein","4","4","1","125","2","","","","1103","1103","1103","KKNACEHJ_00916","OJEIIDGO_02088","EDDCBIGE_03401","KOKFBEGO_02279"
"group_183","","hypothetical protein","4","4","1","243","2","","","","1874","2843","2192","KKNACEHJ_03538","OJEIIDGO_02282","EDDCBIGE_02820","KOKFBEGO_03428"
"group_1830","","hypothetical protein","4","4","1","35","18","","","","938","938","938","KKNACEHJ_02855","OJEIIDGO_02917","EDDCBIGE_01233","KOKFBEGO_02712"
"ccsA","","Cytochrome c biogenesis protein CcsA","4","4","1","219","2","","","","1058","1058","1058","KKNACEHJ_01666","OJEIIDGO_02888","EDDCBIGE_03166","KOKFBEGO_03100"
"group_1832","","hypothetical protein","4","4","1","28","25","","","","3350","3350","3350","KKNACEHJ_03014","OJEIIDGO_02898","EDDCBIGE_00582","KOKFBEGO_00300"
"group_1833","","hypothetical protein","4","4","1","146","5","","","","506","506","506","KKNACEHJ_03006","OJEIIDGO_02577","EDDCBIGE_01169","KOKFBEGO_01198"
"group_1834","","hypothetical protein","4","4","1","103","8","","","","1760","1760","1760","KKNACEHJ_01320","OJEIIDGO_01271","EDDCBIGE_01975","KOKFBEGO_01851"
"pdxH_1","","Pyridoxine/pyridoxamine 5'-phosphate oxidase","4","4","1","14","22","","","","653","653","653","KKNACEHJ_01685","OJEIIDGO_01142","EDDCBIGE_01373","KOKFBEGO_00166"
"purD","","Phosphoribosylamine--glycine ligase","4","4","1","187","3","","","","1271","1271","1271","KKNACEHJ_03680","OJEIIDGO_00190","EDDCBIGE_03159","KOKFBEGO_03088"
"rocA1","","1-pyrroline-5-carboxylate dehydrogenase 1","4","4","1","121","5","","","","1631","1631","1631","KKNACEHJ_02676","OJEIIDGO_01674","EDDCBIGE_01864","KOKFBEGO_02372"
"group_1838","","hypothetical protein","4","4","1","29","14","","","","545","545","545","KKNACEHJ_00654","OJEIIDGO_03112","EDDCBIGE_01694","KOKFBEGO_00686"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","4","4","1","144","3","","","","896","896","896","KKNACEHJ_02564","OJEIIDGO_02456","EDDCBIGE_03014","KOKFBEGO_02948"
"group_184","","hypothetical protein","4","4","1","54","3","","","","1028","1238","1133","KKNACEHJ_03591","OJEIIDGO_03722","EDDCBIGE_02741","KOKFBEGO_03527"
"nadB","","L-aspartate oxidase","4","4","1","178","1","","","","1604","1604","1604","KKNACEHJ_01406","OJEIIDGO_03403","EDDCBIGE_02642","KOKFBEGO_02138"
"group_1841","","hypothetical protein","4","4","1","36","2","","","","683","683","683","KKNACEHJ_01414","OJEIIDGO_00538","EDDCBIGE_01270","KOKFBEGO_02876"
"glnB","","Nitrogen regulatory protein P-II 1","4","4","1","1","74","","","","338","338","338","KKNACEHJ_00127","OJEIIDGO_01305","EDDCBIGE_01501","KOKFBEGO_00620"
"group_1843","","hypothetical protein","4","4","1","11","48","","","","527","527","527","KKNACEHJ_00628","OJEIIDGO_01243","EDDCBIGE_00173","KOKFBEGO_00653"
"group_1844","","hypothetical protein","4","4","1","62","16","","","","1175","1175","1175","KKNACEHJ_01554","OJEIIDGO_01654","EDDCBIGE_01225","KOKFBEGO_01127"
"araC","","L-arabonate dehydratase","4","4","1","124","3","","","","1730","1730","1730","KKNACEHJ_02914","OJEIIDGO_00269","EDDCBIGE_01877","KOKFBEGO_01744"
"group_1846","","hypothetical protein","4","4","1","174","3","","","","176","176","176","KKNACEHJ_02906","OJEIIDGO_01153","EDDCBIGE_01084","KOKFBEGO_02553"
"msrA_2","","Peptide methionine sulfoxide reductase MsrA","4","4","1","175","1","","","","653","653","653","KKNACEHJ_02875","OJEIIDGO_02529","EDDCBIGE_03273","KOKFBEGO_03226"
"group_1848","","hypothetical protein","4","4","1","252","1","","","","908","908","908","KKNACEHJ_03256","OJEIIDGO_01516","EDDCBIGE_03184","KOKFBEGO_03152"
"group_1849","","hypothetical protein","4","4","1","59","14","","","","1055","1055","1055","KKNACEHJ_00146","OJEIIDGO_03000","EDDCBIGE_01382","KOKFBEGO_01426"
"dnaC","","Replicative DNA helicase","4","4","1","222","4","","","","1556","1556","1556","KKNACEHJ_02242","OJEIIDGO_02635","EDDCBIGE_03116","KOKFBEGO_03063"
"group_1851","","hypothetical protein","4","4","1","125","7","","","","572","572","572","KKNACEHJ_00921","OJEIIDGO_02796","EDDCBIGE_01793","KOKFBEGO_03416"
"ydjH","","putative sugar kinase YdjH","4","4","1","63","14","","","","932","932","932","KKNACEHJ_00394","OJEIIDGO_00619","EDDCBIGE_01567","KOKFBEGO_00349"
"group_1853","","hypothetical protein","4","4","1","19","40","","","","452","452","452","KKNACEHJ_00787","OJEIIDGO_00817","EDDCBIGE_00517","KOKFBEGO_00732"
"group_1854","","hypothetical protein","4","4","1","221","3","","","","350","350","350","KKNACEHJ_03444","OJEIIDGO_00199","EDDCBIGE_03236","KOKFBEGO_03431"
"group_1855","","hypothetical protein","4","4","1","180","5","","","","251","251","251","KKNACEHJ_03602","OJEIIDGO_02884","EDDCBIGE_02606","KOKFBEGO_02518"
"csm3_1","","CRISPR system Cms endoribonuclease Csm3","4","4","1","9","44","","","","806","806","806","KKNACEHJ_00285","OJEIIDGO_00253","EDDCBIGE_00490","KOKFBEGO_00320"
"aadR","","Transcriptional activatory protein AadR","4","4","1","120","5","","","","599","599","599","KKNACEHJ_01062","OJEIIDGO_01814","EDDCBIGE_02168","KOKFBEGO_02093"
"group_1858","","hypothetical protein","4","4","1","10","46","","","","512","512","512","KKNACEHJ_01898","OJEIIDGO_01006","EDDCBIGE_00140","KOKFBEGO_00112"
"group_1859","","hypothetical protein","4","4","1","49","5","","","","1256","1256","1256","KKNACEHJ_00266","OJEIIDGO_00685","EDDCBIGE_03643","KOKFBEGO_02340"
"group_1860","","hypothetical protein","4","4","1","37","24","","","","362","362","362","KKNACEHJ_02162","OJEIIDGO_03690","EDDCBIGE_03511","KOKFBEGO_01929"
"group_1861","","hypothetical protein","4","4","1","47","18","","","","1880","1880","1880","KKNACEHJ_03421","OJEIIDGO_00091","EDDCBIGE_01962","KOKFBEGO_02917"
"guaB","","Inosine-5'-monophosphate dehydrogenase","4","4","1","95","14","","","","1484","1484","1484","KKNACEHJ_02052","OJEIIDGO_03009","EDDCBIGE_00836","KOKFBEGO_02750"
"frdA","","Fumarate reductase flavoprotein subunit","4","4","1","18","4","","","","1940","1940","1940","KKNACEHJ_01838","OJEIIDGO_03275","EDDCBIGE_00611","KOKFBEGO_00384"
"group_1864","","hypothetical protein","4","4","1","67","3","","","","125","125","125","KKNACEHJ_01152","OJEIIDGO_02818","EDDCBIGE_01469","KOKFBEGO_01814"
"group_1865","","hypothetical protein","4","4","1","112","11","","","","740","740","740","KKNACEHJ_00944","OJEIIDGO_03951","EDDCBIGE_02673","KOKFBEGO_00749"
"group_1866","","hypothetical protein","4","4","1","274","3","","","","1532","1532","1532","KKNACEHJ_01004","OJEIIDGO_01967","EDDCBIGE_03646","KOKFBEGO_03446"
"group_1867","","hypothetical protein","4","4","1","22","32","","","","1064","1064","1064","KKNACEHJ_03576","OJEIIDGO_03230","EDDCBIGE_03213","KOKFBEGO_00599"
"group_1868","","hypothetical protein","4","4","1","42","19","","","","824","824","824","KKNACEHJ_03664","OJEIIDGO_03186","EDDCBIGE_03005","KOKFBEGO_01786"
"group_1869","","hypothetical protein","4","4","1","102","9","","","","1031","1031","1031","KKNACEHJ_00212","OJEIIDGO_01460","EDDCBIGE_00859","KOKFBEGO_02189"
"group_187","","hypothetical protein","4","4","1","21","32","","","","491","581","530","KKNACEHJ_03620","OJEIIDGO_00937","EDDCBIGE_01160","KOKFBEGO_01834"
"group_1870","","hypothetical protein","4","4","1","10","30","","","","260","260","260","KKNACEHJ_02104","OJEIIDGO_03988","EDDCBIGE_00124","KOKFBEGO_00096"
"group_1871","","hypothetical protein","4","4","1","15","24","","","","5033","5033","5033","KKNACEHJ_00870","OJEIIDGO_01829","EDDCBIGE_00924","KOKFBEGO_00781"
"oleD","","2-alkyl-3-oxoalkanoate reductase","4","4","1","164","8","","","","1019","1019","1019","KKNACEHJ_02229","OJEIIDGO_00535","EDDCBIGE_02336","KOKFBEGO_03435"
"group_1873","","hypothetical protein","4","4","1","9","18","","","","2963","2963","2963","KKNACEHJ_03223","OJEIIDGO_02930","EDDCBIGE_00195","KOKFBEGO_00860"
"group_1874","","hypothetical protein","4","4","1","1","100","","","","494","494","494","KKNACEHJ_00771","OJEIIDGO_00735","EDDCBIGE_02251","KOKFBEGO_02245"
"dnaA","","Chromosomal replication initiator protein DnaA","4","4","1","4","20","","","","1445","1445","1445","KKNACEHJ_00991","OJEIIDGO_02305","EDDCBIGE_00103","KOKFBEGO_00033"
"group_1876","","hypothetical protein","4","4","1","5","41","","","","1271","1271","1271","KKNACEHJ_01670","OJEIIDGO_00714","EDDCBIGE_01120","KOKFBEGO_01009"
"group_1877","","hypothetical protein","4","4","1","148","3","","","","551","551","551","KKNACEHJ_03675","OJEIIDGO_00614","EDDCBIGE_03647","KOKFBEGO_03690"
"group_1878","","hypothetical protein","4","4","1","1","6","","","","803","803","803","KKNACEHJ_03584","OJEIIDGO_00412","EDDCBIGE_01517","KOKFBEGO_00539"
"group_1879","","putative protein","4","4","1","8","5","","","","869","869","869","KKNACEHJ_01719","OJEIIDGO_01339","EDDCBIGE_03729","KOKFBEGO_02473"
"group_188","","hypothetical protein","4","4","1","104","14","","","","5201","5930","5661","KKNACEHJ_03708","OJEIIDGO_01689","EDDCBIGE_00805","KOKFBEGO_00960"
"group_1880","","hypothetical protein","4","4","1","124","9","","","","854","854","854","KKNACEHJ_00358","OJEIIDGO_02779","EDDCBIGE_01883","KOKFBEGO_01738"
"lrp","","Leucine-responsive regulatory protein","4","4","1","90","7","","","","473","473","473","KKNACEHJ_00931","OJEIIDGO_00440","EDDCBIGE_02210","KOKFBEGO_02145"
"ywqE","","Tyrosine-protein phosphatase YwqE","4","4","1","1","107","","","","731","731","731","KKNACEHJ_00570","OJEIIDGO_03420","EDDCBIGE_00662","KOKFBEGO_01596"
"group_1883","","hypothetical protein","4","4","1","38","20","","","","707","707","707","KKNACEHJ_03749","OJEIIDGO_02348","EDDCBIGE_01110","KOKFBEGO_00888"
"group_1884","","hypothetical protein","4","4","1","32","4","","","","896","896","896","KKNACEHJ_00698","OJEIIDGO_01756","EDDCBIGE_02660","KOKFBEGO_00435"
"group_1885","","hypothetical protein","4","4","1","137","2","","","","674","674","674","KKNACEHJ_00197","OJEIIDGO_03022","EDDCBIGE_02854","KOKFBEGO_02792"
"fmt_2","","Methionyl-tRNA formyltransferase","4","4","1","31","12","","","","959","959","959","KKNACEHJ_02743","OJEIIDGO_03478","EDDCBIGE_00342","KOKFBEGO_00258"
